When,VideoURL,Author,Topic,ContentType,ScreenerVerdict,ScreenerReasons,Swipe,WhyKind,WhyReason,Views,OutlierRatio
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7655633939914067202,wordy.adri,near vs beside,grammar,keep,,approve,,,15600,5.2
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@learnwithmeera/video/7669820915810684173,learnwithmeera,everyday phrasal verbs and their meanings,phrases,keep,,approve,,,8447,4.3
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7653653159226723606,wordy.adri,present and past of irregular verbs,grammar,keep,,approve,,,12000,4
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@learnwithmeera/video/7641425200092925198,learnwithmeera,"Mr, Mrs, Miss and Ms",vocabulary,keep,,approve,,,7179,3.7
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7659840979309956374,wordy.adri,negative contractions,grammar,keep,,approve,,,10900,3.6
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7668290923876355350,wordy.adri,broken vs chipped vs cracked,vocabulary,keep,,approve,,,8403,2.8
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7653942114660666646,wordy.adri,types of shoes,vocabulary,keep,,approve,,,8445,2.8
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7651558556755348758,wordy.adri,past verbs with an o pattern,grammar,keep,,approve,,,8411,2.8
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7656910142222486806,wordy.adri,opposites for describing roads,vocabulary,keep,,approve,,,8072,2.7
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7651901051976682754,wordy.adri,verbs for driving vehicles,vocabulary,keep,,approve,,,8076,2.7
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7655036885844135190,wordy.adri,stronger words for basic verbs,vocabulary,keep,,approve,,,7931,2.6
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@learnwithmeera/video/7671263643303939342,learnwithmeera,common phrases and what they mean,phrases,keep,,approve,,,4568,2.3
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7652232132571565334,wordy.adri,medical equipment names,vocabulary,keep,,approve,,,6943,2.3
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7657160713420442902,wordy.adri,three forms of irregular verbs,grammar,keep,,approve,,,6531,2.2
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7653780068845538582,wordy.adri,names for facial features,vocabulary,keep,,approve,,,6576,2.2
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7649855506558749974,wordy.adri,job titles for people who drive,vocabulary,keep,,approve,,,6686,2.2
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7668053514412707094,wordy.adri,things you drink from,vocabulary,keep,,approve,,,6472,2.1
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@learnwithmeera/video/7642924608722832654,learnwithmeera,irregular plurals,grammar,keep,,approve,,,3919,2
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7667198599071010070,wordy.adri,make or do,phrases,keep,,approve,,,5464,1.8
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@learnwithmeera/video/7649239194375605517,learnwithmeera,months in each season,vocabulary,keep,,approve,,,2959,1.5
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7670050743285517590,wordy.adri,fire words,vocabulary,keep,,approve,,,4585,1.5
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7653427730813390102,wordy.adri,types of ice cream,vocabulary,keep,,approve,,,4433,1.5
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7649681951292509462,wordy.adri,disgusting body words,vocabulary,keep,,approve,,,4672,1.5
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7659555770433801494,wordy.adri,cooking verbs,vocabulary,keep,,approve,,,4081,1.4
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7654728480449432854,wordy.adri,food and drink measure words,vocabulary,keep,,approve,,,4081,1.4
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7652628654488522007,wordy.adri,double negatives,grammar,keep,,approve,,,4173,1.4
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7656756641676676374,wordy.adri,singular or plural verb with tricky nouns,grammar,keep,,approve,,,3885,1.3
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7650959560936574230,wordy.adri,"unclear, no transcript or caption clue",other,keep,,approve,,,3914,1.3
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@learnwithmeera/video/7640331764170362125,learnwithmeera,small quantity words for food,vocabulary,keep,,approve,,,2378,1.2
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7671012236776934679,wordy.adri,"continents, countries and cities",vocabulary,keep,,approve,,,3744,1.2
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7669386195377360150,wordy.adri,types of lines,vocabulary,keep,,approve,,,3701,1.2
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7654351328268848406,wordy.adri,polite words for describing people,vocabulary,keep,,approve,,,3715,1.2
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@learnwithmeera/video/7647761893368663310,learnwithmeera,casual ways to say common feelings,phrases,keep,,approve,,,2168,1.1
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@learnwithmeera/video/7643820457262714125,learnwithmeera,words for different smells,vocabulary,keep,,approve,,,2094,1.1
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@learnwithmeera/video/7639971320297475341,learnwithmeera,homographs,vocabulary,keep,,approve,,,2151,1.1
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7662326950504959254,wordy.adri,tools and their verbs,vocabulary,keep,,approve,,,3222,1.1
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7659906619140181271,wordy.adri,slang meanings of everyday words,slang,keep,,approve,,,3470,1.1
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7654657367874850070,wordy.adri,talking about common injuries,phrases,keep,,approve,,,3315,1.1
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7653020629335051542,wordy.adri,names of patterns on clothes,vocabulary,keep,,approve,,,3435,1.1
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@learnwithmeera/video/7650357653658422542,learnwithmeera,names of common phobias,vocabulary,keep,,approve,,,1936,1
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@learnwithmeera/video/7646278193271377165,learnwithmeera,natural phrases instead of basic verbs,phrases,keep,,approve,,,1953,1
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@learnwithmeera/video/7645516731498122509,learnwithmeera,homonyms,vocabulary,keep,,approve,,,1849,1
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@learnwithmeera/video/7643325739881827598,learnwithmeera,irregular past tense verbs,grammar,keep,,approve,,,1872,1
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7668733361401171222,wordy.adri,parts of a house,vocabulary,keep,,approve,,,3007,1
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7660961806646709526,wordy.adri,kitchen utensil names,vocabulary,keep,,approve,,,3058,1
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7657859400941587734,wordy.adri,things that keep you cool,vocabulary,keep,,approve,,,3171,1
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7657637522259840278,wordy.adri,types of snakes,vocabulary,keep,,approve,,,3127,1
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7656423971394538774,wordy.adri,countries and their famous foods,vocabulary,keep,,approve,,,2980,1
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@learnwithmeera/video/7651836433426074894,learnwithmeera,better ways to say good,phrases,keep,,approve,,,1683,0.9
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@learnwithmeera/video/7645151378259692814,learnwithmeera,colour idioms,phrases,keep,,approve,,,1733,0.9
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@learnwithmeera/video/7638116736830688525,learnwithmeera,ways to say thank you,phrases,keep,,approve,,,1671,0.9
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7670643994736528662,wordy.adri,everyday items versus holiday versions,vocabulary,keep,,approve,,,2847,0.9
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7669468774873156867,wordy.adri,similar containers and surfaces,vocabulary,keep,,approve,,,2662,0.9
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7666869550054427926,wordy.adri,"utilities, amenities and appliances",vocabulary,keep,,approve,,,2746,0.9
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7661266679636282646,wordy.adri,slang terms explained,slang,keep,,approve,,,2600,0.9
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7657979146815032598,wordy.adri,similar foods and their differences,vocabulary,keep,,approve,,,2685,0.9
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@learnwithmeera/video/7644724559517666573,learnwithmeera,body part idioms,phrases,keep,,approve,,,1625,0.8
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@learnwithmeera/video/7641779497393605902,learnwithmeera,better words than dirty,vocabulary,keep,,approve,,,1580,0.8
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7667578834048322838,wordy.adri,food and drink category names,vocabulary,keep,,approve,,,2347,0.8
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7665083756855758102,wordy.adri,electrical and charging words,vocabulary,keep,,approve,,,2427,0.8
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7650630761619393814,wordy.adri,zodiac sign names,vocabulary,keep,,approve,,,2393,0.8
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@learnwithmeera/video/7637034156098194702,learnwithmeera,words for accidents,vocabulary,keep,,approve,,,1440,0.7
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7668934059241835799,wordy.adri,coffee and tea idioms,phrases,keep,,approve,,,2030,0.7
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7667465677468372246,wordy.adri,phrasal verbs with go,phrases,keep,,approve,,,2121,0.7
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7667094330112347414,wordy.adri,hairstyle names,vocabulary,keep,,approve,,,1974,0.7
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7665434736612920598,wordy.adri,pet supply words,vocabulary,keep,,approve,,,2045,0.7
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7662448072714128662,wordy.adri,sugar vs candy,vocabulary,keep,,approve,,,2084,0.7
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7660240083169185046,wordy.adri,where clothing names come from,vocabulary,keep,,approve,,,1966,0.7
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@learnwithmeera/video/7644184940636097805,learnwithmeera,types of bags,vocabulary,keep,,approve,,,1175,0.6
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@learnwithmeera/video/7635656050938481934,learnwithmeera,polite versions of rude phrases,phrases,keep,,approve,,,1095,0.6
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@learnwithmeera/video/7629559690392866062,learnwithmeera,animal idioms,phrases,keep,,approve,,,1131,0.6
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@learnwithmeera/video/7628812698100288782,learnwithmeera,everyday idioms and their meanings,phrases,keep,,approve,,,1111,0.6
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7666723444192447766,wordy.adri,how things change in nature,vocabulary,keep,,approve,,,1863,0.6
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7666476066902379798,wordy.adri,possessive pronouns,grammar,keep,,approve,,,1776,0.6
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7666196720035826966,wordy.adri,prepositions after feeling words,grammar,keep,,approve,,,1693,0.6
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7666098457601510678,wordy.adri,three states of water,vocabulary,keep,,approve,,,1681,0.6
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7661333151326670102,wordy.adri,names of US coins,vocabulary,keep,,approve,,,1668,0.6
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7660852201237056790,wordy.adri,ache vs pain,vocabulary,keep,,approve,,,1890,0.6
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@learnwithmeera/video/7647366730729262350,learnwithmeera,natural phrases for everyday sentences,phrases,keep,,approve,,,1057,0.5
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@learnwithmeera/video/7638497894676335886,learnwithmeera,common everyday grammar mistakes,grammar,keep,,approve,,,962,0.5
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@learnwithmeera/video/7634383743603543309,learnwithmeera,confident swaps for basic replies,phrases,keep,,approve,,,882,0.5
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7670222224426585366,wordy.adri,things around the house,vocabulary,keep,,approve,,,1631,0.5
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7669891452482178326,wordy.adri,types of hats,vocabulary,keep,,approve,,,1654,0.5
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7666377847140846850,wordy.adri,drawing tools and what they do,vocabulary,keep,,approve,,,1440,0.5
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7664716625161063702,wordy.adri,animals that look alike,vocabulary,keep,,approve,,,1548,0.5
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7664203684951100694,wordy.adri,quantifiers,grammar,keep,,approve,,,1503,0.5
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7659116955659472150,wordy.adri,cocktail names,vocabulary,keep,,approve,,,1417,0.5
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7658968671636786454,wordy.adri,spice names,vocabulary,keep,,approve,,,1374,0.5
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7658706852808641814,wordy.adri,ways to say how hard it is raining,phrases,keep,,approve,,,1647,0.5
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7658422258452483350,wordy.adri,ice cream words,vocabulary,keep,,approve,,,1493,0.5
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@learnwithmeera/video/7636683680462671118,learnwithmeera,natural replies to everyday phrases,phrases,keep,,approve,,,681,0.4
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@learnwithmeera/video/7635139599853047054,learnwithmeera,words for toilet in different places,vocabulary,keep,,approve,,,860,0.4
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7670802224976563478,wordy.adri,what mental health acronyms stand for,vocabulary,keep,,approve,,,1220,0.4
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7668427630445694230,wordy.adri,old words vs gen z slang,slang,keep,,approve,,,1092,0.4
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7664386449218751766,wordy.adri,which preposition follows each verb,grammar,keep,,approve,,,1146,0.4
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@learnwithmeera/video/7636012262729239821,learnwithmeera,what your coffee order says about you,other,keep,,approve,,,624,0.3
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@learnwithmeera/video/7627659314114727182,learnwithmeera,more respectful word choices,vocabulary,keep,,approve,,,576,0.3
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7671524088052976918,wordy.adri,rulers and the places they rule,vocabulary,keep,,approve,,,926,0.3
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7664078610604494102,wordy.adri,types of onion,vocabulary,keep,,approve,,,931,0.3
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7663834291926830358,wordy.adri,sea creatures,vocabulary,keep,,approve,,,1022,0.3
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7663205098104982806,wordy.adri,naming sea animals,vocabulary,keep,,approve,,,821,0.3
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7659284334498647318,wordy.adri,names of spirits and drinks,vocabulary,keep,,approve,,,822,0.3
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7658044921902894359,wordy.adri,beach objects,vocabulary,keep,,approve,,,828,0.3
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@learnwithmeera/video/7628475781760453901,learnwithmeera,types of shopper,vocabulary,keep,,approve,,,383,0.2
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@learnwithmeera/video/7620665810926832909,learnwithmeera,which generation you belong to,other,keep,,approve,,,352,0.2
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7664617370161351958,wordy.adri,popular dog breed names,vocabulary,keep,,approve,,,689,0.2
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@learnwithmeera/video/7659054207667932429,learnwithmeera,texting abbreviations,slang,keep,,reject,oneoff,,350400,180.2
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7650415864105192726,wordy.adri,words for family situations,vocabulary,keep,,reject,correction,Already posted under Sarah account,17300,5.7
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7651332385639795990,wordy.adri,swear versions of normal phrases,slang,keep,,reject,oneoff,,16300,5.4
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7652479290453265686,wordy.adri,fast speech in movie clips,phrases,keep,,reject,oneoff,,7090,2.3
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7658597986108280086,wordy.adri,negative prefixes making opposites,vocabulary,keep,,reject,oneoff,,6223,2.1
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7656147128644848918,wordy.adri,countries ending in land,vocabulary,keep,,reject,oneoff,,4630,1.5
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@learnwithmeera/video/7646055818248473870,learnwithmeera,adverbs of frequency,grammar,keep,,reject,correction,Already posted under Sarah,2063,1.1
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7662797544941964566,wordy.adri,tools and their verbs,vocabulary,keep,,reject,correction,I think things been posted on Sarah,3022,1
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7663097671220989206,wordy.adri,sea animal names,vocabulary,keep,,reject,correction,Already posted under Sarah,2824,0.9
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@learnwithmeera/video/7670907579052166413,learnwithmeera,advanced words with simple meanings,vocabulary,keep,,reject,oneoff,,1489,0.8
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7661710430447979798,wordy.adri,berry names,vocabulary,keep,,reject,oneoff,,2354,0.8
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7650217935520255254,wordy.adri,names for different sellers,vocabulary,keep,,reject,correction,Already posted under Sarah,2175,0.7
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7670402591129390358,wordy.adri,phrases using screw,phrases,keep,,reject,oneoff,,1704,0.6
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7665818717330083094,wordy.adri,levels of certainty,phrases,keep,,reject,correction,"We may have to figure out a way to do this. So between the 23 accounts that you’re scanning that is a lot of overlapping content. So this looks like one of those II Savi approved the same content from the other creator, and now I am seeing the same one in the list, so something we have to see. How do we filter this out to prevent duplicates from multiple creator account showing here.",1856,0.6
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@learnwithmeera/video/7652602807194864910,learnwithmeera,American slang for money amounts,slang,keep,,reject,oneoff,,919,0.5
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@learnwithmeera/video/7629187876743302413,learnwithmeera,names for places that make food,vocabulary,keep,,reject,correction,Already posted under Sarah,1011,0.5
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@learnwithmeera/video/7624754087472532750,learnwithmeera,casual words for father,slang,keep,,reject,correction,I think things been posted on Sarah,953,0.5
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@learnwithmeera/video/7630293141240696077,learnwithmeera,names of people who fix things,vocabulary,keep,,reject,oneoff,,827,0.4
2026-08-08T14:06:28.349Z,https://www.tiktok.com/@wordy.adri/video/7663544893528165654,wordy.adri,types of fish,vocabulary,keep,,reject,oneoff,,1116,0.4
2026-08-08T14:33:12.466Z,https://www.tiktok.com/@english.bay/video/7656794255960083733,english.bay,,,keep,,approve,,,,
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnwithmeera/video/7660271040068685070,learnwithmeera,C1 vocabulary swaps,vocabulary,keep,,approve,,,150800,76.8
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7647251492788833557,englishwithevelyn,stronger words for very important,vocabulary,keep,,approve,,,1600000,64.6
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7668790436831563021,learnativenglish,adjectives meaning cannot be done,vocabulary,keep,,approve,,,382200,50.6
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnwithmeera/video/7660147803259161870,learnwithmeera,advanced time and linking words,vocabulary,keep,,approve,,,59100,30.1
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7653075919996833038,learnativenglish,basic sentences turned into idioms,phrases,keep,,approve,,,225700,29.9
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7656044322038517005,learnativenglish,irregular past tense verbs,grammar,keep,,approve,,,222400,29.4
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnwithmeera/video/7666143569970760974,learnwithmeera,natural expressions for feelings,phrases,keep,,approve,,,52700,26.8
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7626618042427968788,englishwithevelyn,better answers to how are you,phrases,keep,,approve,,,662200,26.8
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7666898988217486605,learnativenglish,dessert vs desert vs deserts,vocabulary,keep,,approve,,,135600,18
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7670524646655020301,learnativenglish,irregular past tense verbs,grammar,keep,,approve,,,120600,16
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7650354741444201742,learnativenglish,quit vs quite vs quiet,vocabulary,keep,,approve,,,112000,14.8
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@learnativenglish/video/7650478442579774734,learnativenglish,idioms instead of basic words,phrases,keep,,approve,,,90800,12
2026-08-09T13:22:56.803Z,https://www.tiktok.com/@englishwithevelyn/video/7669566961612786964,englishwithevelyn,everyday vs every day,grammar,keep,,approve,,,294300,11.9
